epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,1369.87,0.98953,0.52955,0.97532,0.8993,0.79546,0.87382,0.64101,0.93301,0.50583,1.0003,0.00092474,0.00092474,0.00092474
56,1395.58,0.98192,0.52383,0.97201,0.70979,0.91744,0.85807,0.63935,0.9504,0.55709,0.99368,0.000918216,0.000918216,0.000918216
57,1419.6,0.96458,0.51706,0.96391,0.76361,0.85246,0.85438,0.61809,0.95422,0.57764,1.00885,0.000911603,0.000911603,0.000911603
58,1443.8,0.97693,0.52347,0.97152,0.7679,0.81171,0.81699,0.60223,0.92877,0.7301,0.99895,0.000904904,0.000904904,0.000904904
59,1468.8,0.96638,0.50558,0.96846,0.84614,0.85805,0.88565,0.62896,1.019,0.4968,1.03929,0.00089812,0.00089812,0.00089812
60,1494.32,0.96945,0.51512,0.9733,0.76162,0.89527,0.82931,0.61693,0.98151,0.60974,1.02925,0.000891253,0.000891253,0.000891253
61,1518.92,0.95775,0.50505,0.96609,0.87564,0.85772,0.88168,0.64327,0.90765,0.51806,1.00001,0.000884305,0.000884305,0.000884305
62,1543.68,0.95818,0.50112,0.9671,0.8309,0.84014,0.83352,0.63736,0.91363,0.56088,0.98604,0.000877276,0.000877276,0.000877276
63,1567.13,0.96605,0.50822,0.96352,0.77857,0.89539,0.83236,0.63032,0.90432,0.59051,1.00163,0.00087017,0.00087017,0.00087017
64,1593.22,0.96783,0.50514,0.96896,0.74144,0.81373,0.81187,0.60641,0.90524,0.63109,1.00605,0.000862987,0.000862987,0.000862987
65,1617.05,0.94938,0.50364,0.95854,0.7681,0.90535,0.88616,0.65683,0.92837,0.51999,0.99987,0.00085573,0.00085573,0.00085573
66,1640.98,0.95962,0.50883,0.96944,0.77834,0.90171,0.89767,0.66768,0.93951,0.49027,1.001,0.0008484,0.0008484,0.0008484
67,1667.38,0.96306,0.50881,0.96779,0.83863,0.89323,0.89564,0.67479,0.88545,0.54756,0.9741,0.000841,0.000841,0.000841
68,1694.39,0.94612,0.50054,0.96448,0.88955,0.8881,0.91587,0.68192,0.96157,0.46579,1.00673,0.00083353,0.00083353,0.00083353
69,1721.69,0.9647,0.50352,0.96498,0.77148,0.90664,0.86138,0.6565,0.94009,0.55068,1.00984,0.000825993,0.000825993,0.000825993
70,1748.85,0.96019,0.50667,0.96301,0.8169,0.87319,0.88824,0.66302,0.95136,0.4896,1.00922,0.000818391,0.000818391,0.000818391
71,1773.12,0.94937,0.49728,0.96437,0.76152,0.88978,0.85257,0.63172,0.91917,0.64849,0.98931,0.000810725,0.000810725,0.000810725
72,1798.02,0.94508,0.49584,0.96148,0.76231,0.91675,0.86501,0.64494,0.92405,0.5085,0.99802,0.000802997,0.000802997,0.000802997
73,1823.02,0.94642,0.49428,0.96452,0.79735,0.87658,0.86073,0.64546,0.9468,0.49773,1.00748,0.00079521,0.00079521,0.00079521
74,1848.61,0.94585,0.49414,0.9591,0.74293,0.91691,0.85187,0.64633,0.89884,0.5423,0.98854,0.000787365,0.000787365,0.000787365
75,1873.57,0.95232,0.49264,0.96451,0.79886,0.84329,0.85507,0.6546,0.88924,0.49092,0.99712,0.000779464,0.000779464,0.000779464
76,1899.1,0.92864,0.48191,0.95665,0.81248,0.87423,0.85763,0.65154,0.85707,0.70627,0.95929,0.00077151,0.00077151,0.00077151
77,1923.87,0.92699,0.48892,0.95516,0.83832,0.92421,0.9077,0.69178,0.88877,0.485,0.97245,0.000763503,0.000763503,0.000763503
